E:1	1	1	1	0.375851
E:1	1	11	11	0.375851
E:1	1	21	21	0.375851
E:1	1	31	31	0.375851
E:1	1	41	41	0.375851
E:1	1	51	51	0.375851
E:1	1	61	61	0.375851
E:1	1	71	71	0.375851
E:1	1	81	81	0.375851
E:1	1	91	91	0.375851
E:1	11	1	1	0.375851
E:1	11	11	11	0.375851
E:1	11	21	21	0.375851
E:1	11	31	31	0.375851
E:1	11	41	41	0.375851
E:1	11	51	51	0.375851
E:1	11	61	61	0.375851
E:1	11	71	71	0.375851
E:1	11	81	81	0.375851
E:1	11	91	91	0.375851
E:1	21	1	1	0.375851
E:1	21	11	11	0.375851
E:1	21	21	21	0.375851
E:1	21	31	31	0.375851
E:1	21	41	41	0.375851
E:1	21	51	51	0.375851
E:1	21	61	61	0.375851
E:1	21	71	71	0.375851
E:1	21	81	81	0.375851
E:1	21	91	91	0.375851
E:1	31	1	1	0.375851
E:1	31	11	11	0.375851
E:1	31	21	21	0.375851
E:1	31	31	31	0.375851
E:1	31	41	41	0.375851
E:1	31	51	51	0.375851
E:1	31	61	61	0.375851
E:1	31	71	71	0.375851
E:1	31	81	81	0.375851
E:1	31	91	91	0.375851
E:1	41	1	1	0.375851
E:1	41	11	11	0.375851
E:1	41	21	21	0.375851
E:1	41	31	31	0.375851
E:1	41	41	41	0.375851
E:1	41	51	51	0.375851
E:1	41	61	61	0.375851
E:1	41	71	71	0.375851
E:1	41	81	81	0.375851
E:1	41	91	91	0.375851
E:1	51	1	1	0.375851
E:1	51	11	11	0.375851
E:1	51	21	21	0.375851
E:1	51	31	31	0.375851
E:1	51	41	41	0.375851
E:1	51	51	51	0.375851
E:1	51	61	61	0.375851
E:1	51	71	71	0.375851
E:1	51	81	81	0.375851
E:1	51	91	91	0.375851
E:1	61	1	1	0.375851
E:1	61	11	11	0.375851
E:1	61	21	21	0.375851
E:1	61	31	31	0.375851
E:1	61	41	41	0.375851
E:1	61	51	51	0.375851
E:1	61	61	61	0.375851
E:1	61	71	71	0.375851
E:1	61	81	81	0.375851
E:1	61	91	91	0.375851
E:1	71	1	1	0.375851
E:1	71	11	11	0.375851
E:1	71	21	21	0.375851
E:1	71	31	31	0.375851
E:1	71	41	41	0.375851
E:1	71	51	51	0.375851
E:1	71	61	61	0.375851
E:1	71	71	71	0.375851
E:1	71	81	81	0.375851
E:1	71	91	91	0.375851
E:1	81	1	1	0.375851
E:1	81	11	11	0.375851
E:1	81	21	21	0.375851
E:1	81	31	31	0.375851
E:1	81	41	41	0.375851
E:1	81	51	51	0.375851
E:1	81	61	61	0.375851
E:1	81	71	71	0.375851
E:1	81	81	81	0.375851
E:1	81	91	91	0.375851
E:1	91	1	1	0.375851
E:1	91	11	11	0.375851
E:1	91	21	21	0.375851
E:1	91	31	31	0.375851
E:1	91	41	41	0.375851
E:1	91	51	51	0.375851
E:1	91	61	61	0.375851
E:1	91	71	71	0.375851
E:1	91	81	81	0.375851
E:1	91	91	91	0.375851
E:11	1	1	1	0.375851
E:11	1	11	11	0.375851
E:11	1	21	21	0.375851
E:11	1	31	31	0.375851
E:11	1	41	41	0.375851
E:11	1	51	51	0.375851
E:11	1	61	61	0.375851
E:11	1	71	71	0.375851
E:11	1	81	81	0.375851
E:11	1	91	91	0.375851
E:11	11	1	1	0.375851
E:11	11	11	11	0.375851
E:11	11	21	21	0.375851
E:11	11	31	31	0.375851
E:11	11	41	41	0.375851
E:11	11	51	51	0.375851
E:11	11	61	61	0.375851
E:11	11	71	71	0.375851
E:11	11	81	81	0.375851
E:11	11	91	91	0.375851
E:11	21	1	1	0.375851
E:11	21	11	11	0.375851
E:11	21	21	21	0.375851
E:11	21	31	31	0.375851
E:11	21	41	41	0.375851
E:11	21	51	51	0.375851
E:11	21	61	61	0.375851
E:11	21	71	71	0.375851
E:11	21	81	81	0.375851
E:11	21	91	91	0.375851
E:11	31	1	1	0.375851
E:11	31	11	11	0.375851
E:11	31	21	21	0.375851
E:11	31	31	31	0.375851
E:11	31	41	41	0.375851
E:11	31	51	51	0.375851
E:11	31	61	61	0.375851
E:11	31	71	71	0.375851
E:11	31	81	81	0.375851
E:11	31	91	91	0.375851
E:11	41	1	1	0.375851
E:11	41	11	11	0.375851
E:11	41	21	21	0.375851
E:11	41	31	31	0.375851
E:11	41	41	41	0.375851
E:11	41	51	51	0.375851
E:11	41	61	61	0.375851
